,date,user_loc,message,full_name,country,country_code,geo_code
617,2020-01-15 16:16:13,"Scotland, EU","@john_alistair @ferryhill9 @KevinJPringle @joannaccherry Maybe so, but until the voting system is changed thems the… https://t.co/iFRGss9mvk","Stewarton, Scotland",United Kingdom,GB,[-4.515029 55.681607]
618,2020-01-15 16:39:00,"Woodinville, WA","Provocative and fascinating, quoting the UK government’s own legal advice to the ICJ ... “In most cases of secessio… https://t.co/KLBGCUBzQw","Cottage Lake, WA",United States,US,[-122.074875   47.743503]
619,2020-01-15 16:44:04,Loch lomond,What you should see on the front pages but sadly won’t.. 😡😡😡😡 #Indyref2 #BrexitShambles #BrexitJohnson #bigbenbongs https://t.co/frr778gkW6,"Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
620,2020-01-15 16:44:12,Norwich,@DerekBateman2 @joannaccherry @jessphillips I have great sympathy for the people of Scotland.Told you’d be “better… https://t.co/l1Hp00gnqC,"Cringleford, England",United Kingdom,GB,[ 1.241463 52.606081]
621,2020-01-15 16:49:42,"Luncarty, Scotland","This nasty man Gove needs to concentrate on keeping out of Scotland's business. He became a Vichey Scot, so no genu… https://t.co/gTUCOmlqJQ","Luncarty, Scotland",United Kingdom,GB,[-3.466093 56.45197 ]
622,2020-01-15 16:57:06,"Selkirk, Scotland",Westminster Cannot Block Scottish Independence: https://t.co/jTVJBUjvK3 - via:@CraigMurrayOrg,"Amsterdam, The Netherlands",The Netherlands,NL,[ 4.904054 52.354728]
623,2020-01-15 17:24:49,"Inchinnan, Scotland",Does that include Scottish Independence? 😎🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/w4EQQyjuO1,"Inchinnan, Scotland",United Kingdom,GB,[-4.440444 55.8953  ]
624,2020-01-15 18:06:29,Kinross,Should Boris Johnson grant Nicola Sturgeon another independence referendum? https://t.co/XnF5vXOovi,"Kinross, Scotland",United Kingdom,GB,[-3.42603  56.207934]
625,2020-01-15 18:25:18,UK,@speyquine It was only 20 months between indyref1 and the SNP calling for the right to have indyref2 in the 2016 Sc… https://t.co/2BSVqPukQP,"West Midlands, England",United Kingdom,GB,[-2.203868 52.526056]
626,2020-01-15 18:31:41,"Glasgow, Scotland",To see the strength of resolve in #England to denying #Scottish #independence look what they did to and in #Ireland… https://t.co/16PW7pmAez,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
627,2020-01-15 18:44:20,"Melrose, Scotland",@asjmcguire Yeah that's been worrying me too. Although right now everything about the current state of politics is… https://t.co/TMooTHjkY9,"Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
628,2020-01-15 18:47:27,Scotland,"My Managing Director walked past me the other day, smiled, and asked ""were you at the march on Saturday, Alex?"" - a… https://t.co/XxS6jLRe1d","Coatbridge, Scotland",United Kingdom,GB,[-4.031101 55.859916]
629,2020-01-15 18:48:30,"St Leonards-on-Sea, Hastings.",As someone who has never had particularly strong views on Scottish independence one way or the other my hunch is th… https://t.co/dZ7w4gTcoe,"Eastbourne, England",United Kingdom,GB,[ 0.286119 50.782025]
630,2020-01-15 18:53:04,"East Kilbride, Scotland",Tory Denial of Democracy Demands SNP Action – IndyRef2 Must Be Called:  https://t.co/bKzINB13TQ,"East Kilbride, Scotland",United Kingdom,GB,[-4.18646  55.759463]
631,2020-01-15 19:07:45,"Manchester, England","@NicolaSturgeon Boris is my Hero, why don't you stop going on about indyref2 and sort out the problems in Scotland?","Cheadle, England",United Kingdom,GB,[-2.173983 53.36757 ]
632,2020-01-15 19:16:09,Perth Scotland,What now that BoJo has said No to a Scottish Independence Referendum? https://t.co/144JyNHisI via @BizforScotland,"Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
633,2020-01-15 19:22:09,,Scottish independence.? I didn't vote in the 2014 I DEPENDANCE vote. I felt torn and didn't trust the snp. Independ… https://t.co/m7c71X5o6K,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
634,2020-01-15 20:02:00,Scotland. ,"@Femi_Sorry when we have our #indyref2, at our invitation would you campaign for #Scotland to be independent? #ScotlandsRightToChoose","Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
635,2020-01-15 20:02:23,s******d,"@kenmccoll @gilliecriosd They have all the print press except The National. They have the BBC,  three British Natio… https://t.co/lM2z4UuuI5","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
